field_1,id,date,price,bedrooms,bathrooms,sqft_livin,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basem,yr_built,yr_renovat,zipcode,lat,long,sqft_liv_1,sqft_lot15,bed_to_bat,has_baseme,water_dist,path_cost
12662,4307320230,10/14/2014,345000,4,2.5,2390,6976,2,0,0,3,7,2390,0,2003,0,98056,47.4807,-122.182,2390,6346,1.6,0,1.917205021,0.437399093
12665,4123800330,5/1/2015,335000,3,2.25,1870,5876,2,0,0,3,7,1870,0,1986,0,98038,47.3779,-122.045,1670,6203,1.333333333,0,12.32660279,0.437399093
12666,7186800120,3/11/2015,350000,4,3,1780,4228,1,0,0,3,7,1780,0,1953,0,98118,47.5488,-122.287,1730,5304,1.333333333,0,1.525889625,0.23588662
12668,5422420120,7/17/2014,252000,3,2,1420,6788,2,0,0,3,7,1420,0,1990,0,98023,47.2887,-122.351,1790,6607,1.5,0,1.713213017,0.511431829
12669,5460500040,4/21/2015,1300000,5,4,4440,9270,1,0,0,5,10,2220,2220,1968,0,98040,47.5708,-122.212,2720,9614,1.25,1,0.227150452,0.240961112
12670,5113400264,11/19/2014,705000,4,2,1820,5001,2,0,0,3,7,1820,0,1947,0,98119,47.6438,-122.373,1440,5408,2,0,0.737355009,0.126038829
12671,1828000230,7/14/2014,498000,3,2,1620,8400,1,0,0,3,7,1180,440,1968,0,98052,47.6574,-122.128,2120,8424,1.5,1,0.680122494,0.13224325
12672,6415100331,9/21/2014,312500,2,1,870,7227,1,0,0,3,7,870,0,1948,0,98133,47.7288,-122.331,1250,7252,2,0,1.956853687,0.193487973
12673,7686205370,11/24/2014,260000,4,1.75,1830,5375,1,0,0,2,7,1060,770,1962,0,98198,47.4169,-122.316,1040,7500,2.285714286,1,1.123495076,0.498346866
12674,8092501400,3/18/2015,209950,3,1.5,2290,9600,1,0,0,4,7,2290,0,1967,0,98042,47.3643,-122.111,1310,9600,2,0,10.60770128,0.503535928
12676,7550801225,6/27/2014,500000,4,1,1440,7100,1.5,0,0,3,7,1440,0,1906,0,98107,47.6725,-122.396,1490,5000,4,0,0.361245652,0.16049313
12677,4078300040,2/24/2015,850000,3,3.5,3070,7050,1,0,3,3,8,1570,1500,1928,1996,98125,47.7076,-122.276,2350,5881,0.857142857,1,0.054055296,0.162839454
12679,1036700220,11/10/2014,470000,4,2,2410,4680,2,0,0,3,9,2410,0,1974,0,98008,47.6234,-122.113,1910,4611,2,0,0.833867347,0.13224325
12680,1644500450,5/7/2014,640000,3,3,2270,5175,2,0,0,3,9,2130,140,2002,0,98056,47.516,-122.203,2850,5661,1,1,0.204944719,0.393844328
12681,6326000205,8/12/2014,290000,4,1.75,2340,7200,1,0,0,3,8,1590,750,1960,0,98146,47.497,-122.369,1970,7800,2.285714286,1,0.229922957,0.416749721
12682,3375300150,12/18/2014,258500,3,2.5,1800,9000,2,0,0,3,7,1800,0,1983,0,98003,47.3186,-122.331,1670,8486,1.2,0,1.598218075,0.498346866
12683,2344300220,7/14/2014,1100000,4,3.5,2210,7597,1,0,0,4,9,1550,660,1977,2006,98004,47.5816,-122.197,2370,8811,1.142857143,1,0.158837549,0.240961112
12685,5083100065,9/16/2014,230000,3,1,1190,9083,1,0,0,3,7,1190,0,1955,0,98198,47.4116,-122.293,1190,9450,3,0,1.944165172,0.532821775
12686,1545804240,4/2/2015,252000,3,1.5,1400,6865,1,0,0,4,7,1400,0,1986,0,98038,47.3639,-122.048,1480,8125,2,0,13.27451438,0.437399093
12687,2329720040,6/30/2014,515000,3,2.5,2600,4506,2,0,0,3,8,2600,0,2003,0,98028,47.7353,-122.222,2600,4658,1.2,0,2.145022225,0.275708061
12688,7551300065,6/9/2014,425000,2,1,910,4635,1,0,0,4,6,910,0,1905,0,98107,47.675,-122.393,1740,5000,2,0,0.515785226,0.162032638
12689,4321200580,1/25/2015,575000,3,2.5,1760,2320,2,0,2,3,8,1760,0,1994,0,98126,47.5723,-122.376,1760,4698,1.2,0,0.780994256,0.266851012
12690,9164100040,10/26/2014,390000,2,1,860,5160,1,0,0,4,7,860,0,1909,0,98117,47.6823,-122.388,1090,5356,2,0,1.020358018,0.170320805
12691,7922750150,9/17/2014,561500,4,2.25,2310,9800,1,0,0,3,8,1780,530,1968,0,98033,47.6657,-122.178,2310,9800,1.777777778,1,1.361572743,0.13224325
12692,2804600155,5/7/2015,1350000,4,1.75,2000,3728,1.5,0,0,4,9,1820,180,1926,0,98112,47.643,-122.299,1950,3728,2.285714286,1,0.067041657,0.025585301
12693,5101402296,9/25/2014,835000,5,2.75,2460,7830,1,0,0,5,9,1490,970,1955,0,98115,47.6938,-122.31,2050,7830,1.818181818,1,1.223973409,0.103271766
12695,9286100150,8/11/2014,475200,3,2.5,1670,3980,2,0,0,3,8,1670,0,2000,0,98027,47.5317,-122.047,1670,2897,1.2,0,2.148800658,0.418648795
12696,3727800065,11/13/2014,425000,2,1,790,5024,1,0,0,4,7,790,0,1941,0,98117,47.6833,-122.395,1330,5024,2,0,0.398464856,0.183016471
12697,7657000085,2/2/2015,218000,2,1.5,2010,7755,2,0,0,3,7,2010,0,1952,0,98178,47.4947,-122.233,1360,8037,1.333333333,0,0.751380187,0.392397741
12698,7954300120,8/22/2014,600000,4,2.5,2600,6536,2,0,0,3,9,2600,0,1999,0,98056,47.5232,-122.191,2640,6185,1.6,0,0.690899999,0.393844328
12699,686400040,4/10/2015,545000,4,2.25,1890,7210,1,0,0,3,8,1890,0,1967,0,98008,47.6342,-122.117,1920,7210,1.777777778,0,0.968579214,0.13224325
12701,7857003046,5/6/2015,460000,5,3,2008,5050,1,0,0,3,7,1216,792,1992,0,98118,47.5376,-122.292,2040,5297,1.666666667,1,1.328742304,0.270804078
12702,5014000085,6/23/2014,425000,2,1,880,6413,1,0,0,3,7,880,0,1950,0,98116,47.573,-122.395,1360,6413,2,0,0.769415766,0.297500024
12703,2205500355,10/21/2014,455000,3,1.75,1700,8360,1,0,0,4,7,850,850,1955,0,98006,47.5766,-122.147,1520,8360,1.714285714,1,1.575810336,0.240961112
12706,6386550040,12/23/2014,345500,4,2.5,2160,9682,2,0,0,3,8,2160,0,1999,0,98031,47.4106,-122.204,1770,9600,1.6,0,6.218456433,0.503535928
12707,1355000220,1/19/2015,243000,3,1.75,1200,8034,1,0,0,5,7,1200,0,1975,0,98031,47.4135,-122.18,1270,7600,1.714285714,0,6.20037038,0.503535928
12708,6619900120,12/8/2014,670000,5,3.5,3860,9600,1,0,3,4,8,2660,1200,1973,0,98034,47.7139,-122.223,2440,9600,1.428571429,1,0.698402402,0.128667689
12709,2132200230,2/11/2015,325000,3,1.5,1320,7560,1,0,0,3,6,840,480,1983,0,98019,47.7451,-121.98,1210,7560,2,1,8.713628198,0.13224325
12711,13001215,3/5/2015,130000,3,1,1100,5100,1,0,0,4,7,1100,0,1913,0,98108,47.5231,-122.332,1450,5100,3,0,2.742927006,0.323918917
12712,705700530,7/30/2014,340000,3,2.5,2170,9798,2,0,0,3,7,2170,0,1995,0,98038,47.3817,-122.023,2020,8121,1.2,0,12.22548951,0.437399093
12714,9520900230,12/17/2014,642860,4,2.75,2520,6398,2,0,0,3,8,2520,0,2014,0,98072,47.7685,-122.159,2520,6398,1.454545455,0,5.171228485,0.275708061
12715,9828701085,10/3/2014,747000,3,1.75,2560,4800,1,0,0,3,7,1280,1280,1911,0,98112,47.6207,-122.295,1620,4800,1.714285714,1,0.602232872,0.076416586
12716,1926049385,7/29/2014,559950,4,2.5,2650,7200,2,0,0,3,8,2250,400,1979,0,98133,47.7317,-122.354,2110,7269,1.6,1,0.903898381,0.226443957
12717,5680000455,11/17/2014,577288,4,2.75,2870,7200,2,0,0,3,9,2870,0,2008,0,98108,47.5688,-122.317,2030,5400,1.454545455,0,1.690673762,0.209888621
12718,125039021,9/24/2014,575000,2,1,1230,2726,1.5,0,0,3,7,880,350,1920,0,98117,47.6815,-122.359,1710,3750,2,1,0.700546406,0.129053765
12719,3241600150,5/5/2014,287000,3,1,1450,6000,1,0,0,4,7,1450,0,1953,0,98118,47.5238,-122.287,1170,6464,3,0,1.116255755,0.300550706
12720,1245003006,11/10/2014,1150000,4,3.75,3180,9889,2,0,0,3,9,2500,680,2012,0,98033,47.6853,-122.204,2910,8558,1.066666667,1,0.723703145,0.128667689
12721,2789000120,4/24/2015,335000,2,1,1800,8900,1,0,0,3,6,900,900,1945,0,98168,47.51,-122.323,2040,10450,2,1,2.457789891,0.353878248
12725,7149400450,1/12/2015,287000,4,2.25,1980,7081,1,0,0,3,7,1470,510,1977,0,98032,47.3669,-122.288,1980,7081,1.777777778,1,1.681219076,0.501579779
12726,9264911210,2/26/2015,320000,5,3,2970,7000,1,0,0,3,8,1810,1160,1979,0,98023,47.3079,-122.341,2630,8062,1.666666667,1,2.173418104,0.511431829
12727,7853300650,8/22/2014,425000,4,2.5,2270,4400,2,0,0,3,7,2270,0,2006,0,98065,47.5381,-121.888,2090,4400,1.6,0,8.034347696,0.418648795
12728,6383000150,8/6/2014,550000,3,1,1630,6009,1,0,3,4,8,1630,0,1954,0,98117,47.693,-122.383,2120,6009,3,0,0.749197502,0.181917253
12729,5560000650,12/2/2014,135000,3,1,1520,8450,1,0,0,2,6,1120,400,1961,0,98023,47.328,-122.337,1320,8450,3,1,0.885427313,0.511431829
12730,5700002020,7/17/2014,695000,3,1.75,2080,5687,1.5,0,0,4,8,2080,0,1924,0,98144,47.5776,-122.289,2300,5995,1.714285714,0,0.356284441,0.180825648
12731,2141310540,5/6/2015,975000,5,2.5,3020,9648,1,0,2,4,9,1980,1040,1977,0,98006,47.5586,-122.134,2890,12598,2,1,1.639150048,0.240961112
12733,4077800438,12/31/2014,518000,4,1.75,1780,8768,1,0,0,4,7,1050,730,1951,0,98125,47.7085,-122.283,1590,8100,2.285714286,1,0.353566775,0.157386032
12734,8821900155,7/9/2014,335500,3,1,1370,6780,2,0,0,3,6,1370,0,1930,0,98125,47.7156,-122.291,1450,7214,3,0,0.58771026,0.162538432
12735,1324039110,11/26/2014,750000,4,3.5,3050,7020,2,0,3,3,9,2050,1000,1984,0,98126,47.571,-122.374,2170,5900,1.142857143,1,0.855433289,0.269156453
12737,7222000209,5/21/2014,344500,4,2.75,1800,5453,1,0,0,3,7,1050,750,2002,0,98055,47.4632,-122.209,1820,6900,1.454545455,1,2.577183523,0.44316468
12738,7867500021,6/16/2014,470000,3,1.5,1760,6723,1,0,0,3,7,1160,600,1958,0,98118,47.5514,-122.266,2080,8965,2,1,0.304734472,0.252991837
12739,8563010540,9/4/2014,606150,4,1.75,1770,9848,1,0,0,3,8,1370,400,1967,0,98008,47.6208,-122.099,2040,9587,2.285714286,1,0.204290775,0.13224325
12740,7349650120,11/20/2014,292000,4,2.75,2910,7712,1,0,0,3,7,1600,1310,1998,0,98002,47.2842,-122.198,2220,6649,1.454545455,1,7.439238134,0.503535928
12742,9269200540,8/19/2014,429000,3,1.75,2520,5043,1,0,0,3,8,1260,1260,1957,0,98126,47.5339,-122.372,1360,4920,1.714285714,1,1.196687357,0.341739455
12744,2767603026,4/15/2015,425000,2,1,540,2500,1,0,0,3,5,540,0,1905,0,98107,47.6729,-122.383,1290,5000,2,0,0.462586412,0.146309395
12745,9477920120,2/12/2015,505000,4,2.5,3170,5340,2,0,0,3,7,3170,0,2000,0,98059,47.4911,-122.138,3010,5340,1.6,0,3.149951846,0.430934079
12746,4037200530,3/17/2015,544950,3,1.75,1830,7371,1,0,0,3,7,1830,0,1957,0,98008,47.6059,-122.121,1600,7700,1.714285714,0,0.428329291,0.134696631
12747,8150600065,9/24/2014,382000,3,2,1360,4840,1.5,0,0,3,8,1360,0,1936,0,98126,47.5487,-122.376,1450,4840,1.5,0,1.089668885,0.307654529
12749,8835220210,4/17/2015,355000,3,1.5,1370,4790,2,0,0,4,7,1370,0,1982,0,98034,47.7253,-122.164,1370,3799,2,0,2.704836729,0.128667689
12750,7696300180,7/3/2014,410000,4,2.5,1700,9000,1,0,0,5,7,1700,0,1972,0,98034,47.7306,-122.233,1370,7592,1.6,0,1.758038284,0.275708061
12751,6362900145,2/3/2015,450000,4,2,1960,5008,1,0,0,3,6,980,980,1900,0,98144,47.5958,-122.299,1175,2315,2,1,0.57299135,0.13016793
12752,7663700968,5/28/2014,565000,7,4.5,4140,9066,1,0,0,3,7,2070,2070,1978,0,98125,47.7302,-122.291,1440,1865,1.555555556,1,0.384426447,0.190295693
12753,6844700975,4/14/2015,529100,2,1,1290,6528,1.5,0,0,4,7,1290,0,1941,0,98115,47.694,-122.29,1670,5712,2,0,0.838442106,0.114228372
12754,7853300720,2/12/2015,452500,4,2.5,2460,6454,2,0,0,3,7,2460,0,2006,0,98065,47.5381,-121.89,2320,4578,1.6,0,7.943379346,0.418648795
12755,4222200210,5/22/2014,245000,4,2,1580,8000,1,0,0,3,7,1040,540,1967,0,98003,47.3467,-122.304,1550,8000,2,1,0.95278435,0.501579779
12756,7518505040,3/30/2015,415000,1,1,700,2550,1,0,0,3,6,700,0,1954,0,98117,47.6783,-122.383,1330,4110,1,0,0.807309857,0.158203023
12758,1262700040,10/16/2014,363500,4,1.75,2180,9702,1,0,0,5,7,1090,1090,1962,0,98178,47.4973,-122.268,2020,9792,2.285714286,1,1.462176835,0.358590924
12761,984200540,1/14/2015,290000,4,2.5,2050,9015,2,0,0,4,7,2050,0,1973,0,98058,47.4357,-122.168,1780,8820,1.6,0,5.029446977,0.437399093
12762,7812800155,3/18/2015,170000,3,1,790,6750,1,0,0,2,6,790,0,1944,0,98178,47.4984,-122.24,960,6298,3,0,0.746503511,0.380460162
12763,7228500610,3/30/2015,510000,2,1,1070,5280,1,0,0,3,6,1070,0,1900,0,98122,47.6168,-122.303,1380,2370,2,0,1.039204251,0.079031678
12765,5162100650,9/22/2014,316000,4,2.5,2320,7379,2,0,0,3,8,2320,0,1987,0,98003,47.3432,-122.316,2230,7614,1.6,0,0.549047877,0.498346866
12767,418000330,8/8/2014,199950,2,1,700,5200,1,0,0,5,5,700,0,1952,0,98056,47.4924,-122.174,970,5200,2,0,1.578235155,0.418648795
12768,7689600330,8/13/2014,207000,3,1,860,7740,1,0,0,3,6,860,0,1960,0,98178,47.4906,-122.244,980,7200,3,0,1.316755304,0.396019859
12769,2473370870,4/16/2015,449950,4,2.25,3490,8400,1.5,0,0,4,8,3490,0,1976,0,98058,47.4513,-122.128,2320,8723,1.777777778,0,5.082270007,0.437399093
12773,191100870,8/5/2014,838400,4,2.5,2620,9525,2.5,0,0,4,9,2620,0,1974,0,98040,47.5631,-122.219,2580,9525,1.6,0,0.434337956,0.240961112
12774,5347200220,9/11/2014,225000,2,1,720,4758,1,0,0,3,6,720,0,1947,0,98126,47.5176,-122.376,990,4920,2,0,1.058149058,0.37841027
12775,7604400150,4/23/2015,329900,3,2,1380,5198,1,0,0,4,7,1380,0,1982,0,98106,47.5514,-122.357,1320,6827,1.5,0,2.266395068,0.290025
12779,9455200329,11/4/2014,495000,3,1.75,1890,6557,1,0,0,3,8,1890,0,1967,0,98125,47.7032,-122.286,1920,6793,1.714285714,0,0.546322798,0.142355171
12780,9536601996,6/10/2014,149500,3,1,1010,9450,1,0,0,4,7,1010,0,1959,0,98198,47.3592,-122.315,1240,9450,3,0,0.414715795,0.498346866
12783,7788400065,3/15/2015,317000,3,1,1270,8925,1,0,0,5,7,1270,0,1955,0,98056,47.5124,-122.165,1270,8996,3,0,1.784833156,0.404796656
12784,2771101251,3/26/2015,395000,1,1,790,3000,1,0,0,3,6,790,0,1953,0,98199,47.6544,-122.386,1110,4100,1,0,0.199088321,0.146885924
12785,4475000120,2/2/2015,360000,4,3,2580,6740,2,0,0,3,8,2580,0,1999,0,98058,47.4296,-122.185,2010,6740,1.333333333,0,5.064370001,0.444468731
12786,3905120540,6/18/2014,570000,4,2.5,2290,6738,2,0,0,3,8,2290,0,1996,0,98029,47.5714,-122.005,2100,6261,1.6,0,2.381568907,0.240961112
12787,8562890910,6/19/2014,320000,4,2.5,3490,5000,2,0,0,3,8,3490,0,2003,0,98042,47.3772,-122.127,2910,5025,1.6,0,9.495092753,0.503535928
12789,7237300330,3/12/2015,268000,5,2.5,2400,4564,2,0,0,3,7,2400,0,2004,0,98042,47.369,-122.126,1880,4109,2,0,10.03350088,0.503535928
12790,7883608693,6/27/2014,191000,2,1,900,3400,1,0,0,5,6,900,0,1905,0,98108,47.5269,-122.314,940,6000,2,0,2.386770099,0.305540618
12791,4363700304,8/4/2014,400000,2,1,1270,7440,1,0,0,4,7,910,360,1949,0,98126,47.5285,-122.372,1040,7500,2,1,1.050942582,0.353704047
12792,2768100040,7/1/2014,515000,2,1,1050,5000,1,0,0,5,7,1050,0,1907,0,98107,47.6699,-122.369,1340,5000,2,0,0.660234077,0.119663863
12793,7853220120,4/16/2015,610000,4,2.5,2950,9010,2,0,0,3,9,2950,0,2004,0,98065,47.531,-121.86,3160,8813,1.6,0,9.424112844,0.418648795
12794,9547204675,10/24/2014,538000,2,1.75,1850,3060,1,0,0,3,7,1060,790,1929,1992,98115,47.6821,-122.308,1850,4080,1.142857143,1,0.987623757,0.078478098
12795,7852150220,6/3/2014,432000,3,2.5,1970,4036,2,0,0,4,7,1970,0,2003,0,98065,47.5335,-121.869,1960,5020,1.2,0,8.973388166,0.418648795
12796,5089700720,1/27/2015,335000,4,2.25,2400,8592,2,0,0,3,8,2400,0,1978,0,98055,47.4383,-122.193,2180,8100,1.777777778,0,4.39546388,0.444468731
12797,3705900124,2/20/2015,302000,5,1.75,2360,8642,1.5,0,0,5,7,2060,300,1926,0,98133,47.7617,-122.335,1950,8491,2.857142857,1,2.07861075,0.268247944
12798,5425700150,8/4/2014,787500,4,1.75,1580,9382,1,0,0,3,7,1080,500,1963,0,98039,47.6353,-122.232,2010,9382,2.285714286,1,0.112767513,0.128619869
12799,6141100065,12/18/2014,420000,3,1,1790,7055,1,0,0,5,8,1520,270,1937,0,98133,47.718,-122.355,1710,7055,3,1,1.033473838,0.193828374
12801,3904960150,4/23/2015,535000,3,2.5,1970,6634,2,0,0,3,8,1970,0,1989,0,98029,47.5759,-122.012,2090,6176,1.2,0,2.146388866,0.240961112
12802,3298700156,6/10/2014,310000,3,2.5,1780,6771,1,0,0,3,7,1230,550,1990,0,98106,47.5237,-122.353,1780,6771,1.2,1,2.235263733,0.340707008
12803,5700000180,12/8/2014,760000,5,2,3920,5250,1.5,0,0,5,7,2560,1360,1910,0,98144,47.5798,-122.294,1830,4240,2.5,1,0.374814319,0.170342728
12804,646910620,9/22/2014,242500,3,1.75,1550,1905,2,0,0,3,7,1550,0,2005,0,98055,47.4331,-122.195,1550,1866,1.714285714,0,4.732225494,0.444468731
12805,2397100975,2/20/2015,1310000,6,3,2980,7200,1.5,0,2,3,8,2980,0,1911,0,98119,47.6366,-122.362,1720,3600,2,0,0.910592001,0.118182195
12806,5365200040,10/16/2014,235000,3,1,1270,7153,1,0,0,5,6,1270,0,1949,0,98055,47.4815,-122.226,1650,7153,3,0,1.3503859,0.423611645
12809,3343300644,5/11/2015,343000,2,1,1110,9920,1,0,0,5,6,700,410,1942,0,98056,47.5454,-122.192,2830,10091,2,1,0.217857192,0.393844328
12810,2870000040,11/10/2014,145000,2,1,800,8125,1,0,0,3,6,800,0,1964,0,98033,47.6836,-122.174,2390,8125,2,0,1.65454579,0.13224325
12812,8118600155,3/18/2015,599950,3,1,1680,7910,1,0,0,3,7,1680,0,1949,0,98146,47.5085,-122.385,1330,7910,3,0,0.30155301,0.410720364
12815,2215900410,5/8/2015,323000,4,2.75,2000,9083,2,0,0,4,7,2000,0,1992,0,98038,47.3511,-122.058,1690,7735,1.454545455,0,14.12232708,0.437399093
12816,7215730410,8/25/2014,727000,4,3,3150,9703,2,0,0,3,9,3150,0,2001,0,98075,47.5962,-122.018,3150,8819,1.333333333,0,2.705321032,0.240961112
12822,8961800035,6/5/2014,229000,2,1,1190,7408,1,0,0,3,6,830,360,1941,0,98168,47.5094,-122.31,1140,7408,2,1,2.352065128,0.358418058
12823,1154100205,10/13/2014,305000,1,1,900,7500,1,0,0,3,5,900,0,1946,0,98155,47.7553,-122.283,1470,7500,1,0,0.464738468,0.250422682
12824,9274203036,9/15/2014,930000,3,3.25,2950,4446,2,0,0,3,9,2450,500,2001,0,98116,47.5852,-122.391,1930,4255,0.923076923,1,0.338943584,0.308520524
12826,1421069123,9/9/2014,214000,3,1,1020,9147,1,0,0,4,6,1020,0,1900,1965,98010,47.3127,-122.002,1600,9700,3,0,17.0930091,0.437399093
12827,1245500276,9/9/2014,718000,3,2.5,2070,7200,2,0,0,3,8,2070,0,2001,0,98033,47.6946,-122.211,1650,8877,1.2,0,0.169614703,0.128667689
12828,263000325,6/11/2014,349000,3,2.5,1430,1002,3,0,0,3,8,1430,0,2002,0,98103,47.698,-122.349,1430,1530,1.2,0,1.03426696,0.140940682
12829,8802400644,5/5/2015,305000,3,2.5,2030,8000,2,0,0,3,7,2030,0,1997,0,98031,47.4024,-122.216,2290,7945,1.2,0,6.771671129,0.503535928
12830,9826701345,7/15/2014,498000,3,2.5,1620,2640,2,0,0,4,7,1620,0,1900,1993,98122,47.6036,-122.305,1370,3840,1.2,0,0.937601611,0.111641327
12832,9430110120,5/5/2015,737000,3,2.5,2300,7800,2,0,2,3,9,2300,0,1997,0,98052,47.6842,-122.155,2300,8187,1.2,0,2.749793708,0.13224325
12835,2787460120,5/16/2014,249000,3,2.25,1440,7673,1,0,0,3,7,940,500,1982,0,98031,47.4034,-122.178,1440,8418,1.333333333,1,6.900882664,0.503535928
12836,293000180,5/7/2015,370000,2,1,910,5525,1,0,0,2,6,910,0,1910,0,98126,47.5322,-122.379,1620,5525,2,0,0.859048419,0.348562546
12839,9536601852,3/17/2015,310000,4,2.75,2060,8100,1,0,0,4,7,1310,750,1988,0,98198,47.3581,-122.317,1540,8100,1.454545455,1,0.316662653,0.498346866
12840,2591800530,10/27/2014,315000,4,2.25,1880,9163,2,0,0,3,8,1880,0,1981,0,98058,47.4362,-122.165,1900,7980,1.777777778,0,5.044164301,0.437399093
12841,1732800865,10/2/2014,1300000,4,2.5,3470,4160,2,0,0,3,9,2480,990,1927,0,98119,47.63,-122.363,2280,5440,1.6,1,0.496816046,0.133833861
12844,2143700676,9/8/2014,240000,3,1,1040,7800,1,0,0,3,7,1040,0,1948,0,98055,47.4804,-122.229,1780,8400,3,0,1.463339447,0.424832361
12845,2313900610,4/28/2015,410000,3,2.25,1420,3750,2,0,0,3,7,1420,0,1987,0,98116,47.5725,-122.383,1430,4664,1.333333333,0,0.898764981,0.27716518
12846,8946410040,9/23/2014,430000,4,2.75,2290,5249,2,0,0,3,7,2290,0,2003,0,98059,47.4916,-122.162,2270,4348,1.454545455,0,2.093184262,0.418648795
12847,3275730120,8/18/2014,446000,4,2.5,1530,8375,1,0,0,3,7,1020,510,1974,0,98034,47.7174,-122.236,1650,9794,1.6,1,0.980971032,0.128667689
12848,7334500120,6/11/2014,240000,3,1.5,1360,9760,1.5,0,0,5,7,1360,0,1984,0,98045,47.4648,-121.757,1310,11456,2,0,15.56130866,0.437399093
12850,8651410330,3/6/2015,215150,3,1,920,4770,1,0,0,4,6,920,0,1969,0,98042,47.3654,-122.082,920,4770,3,0,11.15980434,0.437399093
12851,4058801325,5/22/2014,319950,2,1,1070,5824,1,0,2,5,7,1070,0,1949,0,98178,47.507,-122.242,2090,7980,2,0,0.296650614,0.365541495
12852,2817100910,6/16/2014,385000,3,2,1590,9912,2,0,0,3,8,1590,0,2000,0,98070,47.3731,-122.43,1670,9912,1.5,0,0.222916574,0.527776771
12853,8647800040,3/25/2015,280000,3,2.5,1600,6700,2,0,0,3,8,1600,0,1991,0,98042,47.3618,-122.074,1790,7577,1.2,0,11.56573328,0.437399093
12854,1138010180,5/11/2015,399950,3,2.5,1510,7300,1,0,0,3,7,1040,470,1974,0,98034,47.7153,-122.211,1360,7300,1.2,1,0.822014255,0.128667689
12856,9358000650,4/23/2015,399950,2,0.75,1330,2856,1,0,0,4,7,930,400,1916,0,98126,47.5671,-122.37,1330,2856,2.666666667,1,1.107235693,0.260823163
12857,6150200180,7/21/2014,290000,2,1,850,6800,1,0,0,3,7,850,0,1948,0,98133,47.7282,-122.337,870,6800,2,0,1.67808036,0.199277306
12858,8146300180,5/12/2015,860000,5,2.25,1960,8592,1,0,0,4,8,1290,670,1958,0,98004,47.6066,-122.192,1720,8592,2.222222222,1,0.688383304,0.240961112
12860,3352400905,5/16/2014,245000,4,1,1530,7200,1.5,0,0,3,7,1400,130,1948,0,98178,47.5015,-122.262,1530,7200,4,1,1.010075028,0.354919187
12861,393000385,12/15/2014,255000,3,1.5,1320,7980,1,0,0,3,7,1320,0,1956,0,98178,47.5068,-122.259,2000,7700,2,0,0.648329457,0.343322274
12862,7417100133,11/13/2014,310000,4,3,2320,7200,2,0,0,3,7,2320,0,1976,0,98155,47.7703,-122.312,2050,10000,1.333333333,0,2.125374328,0.273778989
12863,3782100035,8/13/2014,299000,3,1,960,8100,1,0,0,3,7,960,0,1955,0,98155,47.7763,-122.305,1080,8100,3,0,2.214674398,0.298815592
12864,3905120330,11/10/2014,575000,4,2.5,2040,5508,2,0,0,4,8,2040,0,1996,0,98029,47.5719,-122.007,2130,5496,1.6,0,2.296312523,0.240961112
12865,9310300211,11/14/2014,284000,3,1,1080,8214,1,0,0,3,7,1080,0,1944,0,98133,47.7401,-122.348,1850,13560,3,0,1.330011981,0.241162689
12866,1868900035,4/7/2015,840000,3,1.75,2020,4800,1,0,0,4,8,1090,930,1926,0,98115,47.6726,-122.294,1680,4800,1.714285714,1,1.110442263,0.063574905
12867,3574801510,8/13/2014,442573,3,1.75,1780,7567,1,0,0,3,7,1290,490,1980,0,98034,47.7314,-122.225,1910,8645,1.714285714,1,1.891566206,0.275708061
12868,5102400035,10/8/2014,560000,3,1,1140,7028,1,0,0,3,8,1140,0,1931,0,98115,47.6948,-122.322,1350,6923,3,0,0.953499616,0.111767691
12869,2810100040,5/7/2014,485000,3,2,1610,4160,1,0,0,4,7,1010,600,1917,0,98136,47.5421,-122.388,1040,4400,1.5,1,0.423664729,0.331959643
12870,785000040,3/18/2015,472500,4,1.75,1440,8536,1,0,0,4,7,1440,0,1961,0,98033,47.6775,-122.18,1720,9748,2.285714286,0,1.24404518,0.13224325
12872,8813400155,12/19/2014,808000,8,3.75,3460,4600,2,0,0,3,7,2860,600,1987,0,98105,47.6617,-122.289,2170,3750,2.133333333,1,0.324854575,0.045369213
12874,5126300770,2/17/2015,340000,3,2.5,2240,6000,2,0,0,3,8,2240,0,2003,0,98059,47.4837,-122.138,2400,6000,1.2,0,3.342513412,0.43192925
12875,2734100395,5/13/2015,380000,2,1,760,4000,1.5,0,0,3,6,760,0,1910,0,98108,47.5462,-122.32,1130,4000,2,0,2.542341723,0.257696552
12876,795000865,9/12/2014,235000,3,1,1020,6173,1,0,0,3,6,780,240,1948,0,98168,47.5042,-122.329,1330,5909,3,1,1.996037481,0.358904575
12877,3763300040,10/27/2014,400000,3,1.5,1330,9900,1,0,0,3,7,1330,0,1956,0,98034,47.7167,-122.233,1940,9900,2,0,1.098803864,0.128667689
12879,3361401210,12/31/2014,209000,2,1,1070,6120,1,0,0,3,6,1070,0,1962,0,98168,47.4989,-122.317,1130,6120,2,0,2.290565921,0.382414585
12880,1431600180,4/3/2015,335000,5,3,2660,7700,1.5,0,0,4,7,1670,990,1962,0,98058,47.46,-122.174,1610,7700,1.666666667,1,3.366633873,0.437399093
12881,7454001120,12/12/2014,285950,2,1,710,7120,1,0,0,5,6,710,0,1942,0,98146,47.5122,-122.374,1100,7020,2,0,0.934304637,0.391644282
